Model,Model Type,Metric,Sample,Noise,Experiment,Dimension,Separability,Dependence,K,L,Avg Value,Std Value
"(3,2)-Two-layer MoM",mom,aic,out of sample,no noise,2d-low-ind,2,low,ind,3,2,13805.7151374,103.5138716977012
"(3,2)-Two-layer MoM",mom,aic,out of sample,no noise,2d-low-strong,2,low,strong,3,2,12286.6694422,109.5356562308465
"(3,2)-Two-layer MoM",mom,aic,out of sample,no noise,2d-low-weak,2,low,weak,3,2,13684.6395245,109.9236902365773
"(3,2)-Two-layer MoM",mom,aic,out of sample,no noise,3d-high-ind,3,high,ind,3,2,22459.7776045,148.0209951335188
"(3,2)-Two-layer MoM",mom,aic,out of sample,no noise,3d-high-strong,3,high,strong,3,2,21914.0865634,155.8975859739069
"(3,2)-Two-layer MoM",mom,aic,out of sample,no noise,3d-high-weak,3,high,weak,3,2,22609.2581181,149.821750947778
"(3,2)-Two-layer MoM",mom,aic,out of sample,no noise,3d-low-ind,3,low,ind,3,2,20403.722472,155.0879768300871
"(3,2)-Two-layer MoM",mom,aic,out of sample,no noise,3d-low-strong,3,low,strong,3,2,19000.2634544,180.9351084685736
"(3,2)-Two-layer MoM",mom,aic,out of sample,no noise,3d-low-weak,3,low,weak,3,2,20265.5733806,160.7167497837192
"(3,2)-Two-layer MoM",mom,aic,out of sample,with noise,2d-high-ind,2,high,ind,3,2,15692.032017,94.13015951125996
"(3,2)-Two-layer MoM",mom,aic,out of sample,with noise,2d-high-strong,2,high,strong,3,2,15613.3796914,95.2297751032431
"(3,2)-Two-layer MoM",mom,aic,out of sample,with noise,2d-high-weak,2,high,weak,3,2,15808.6779836,105.6039832078817
"(3,2)-Two-layer MoM",mom,aic,out of sample,with noise,2d-low-ind,2,low,ind,3,2,13932.750694,104.5707872237
"(3,2)-Two-layer MoM",mom,aic,out of sample,with noise,2d-low-strong,2,low,strong,3,2,12500.1096373,109.1331199162703
"(3,2)-Two-layer MoM",mom,aic,out of sample,with noise,2d-low-weak,2,low,weak,3,2,13816.0534929,110.9452222635291
"(3,2)-Two-layer MoM",mom,aic,out of sample,with noise,3d-high-ind,3,high,ind,3,2,22715.4285508,144.5022780111217
"(3,2)-Two-layer MoM",mom,aic,out of sample,with noise,3d-high-strong,3,high,strong,3,2,22206.6397151,152.5090162617203
"(3,2)-Two-layer MoM",mom,aic,out of sample,with noise,3d-high-weak,3,high,weak,3,2,22859.6700826,144.0741599802806
"(3,2)-Two-layer MoM",mom,aic,out of sample,with noise,3d-low-ind,3,low,ind,3,2,20620.9829337,153.03707479362
"(3,2)-Two-layer MoM",mom,aic,out of sample,with noise,3d-low-strong,3,low,strong,3,2,19285.3637842,171.466218939345
"(3,2)-Two-layer MoM",mom,aic,out of sample,with noise,3d-low-weak,3,low,weak,3,2,20491.8663308,158.8124714573839
"(3,2)-Two-layer MoM",mom,ari,in sample,no noise,2d-high-ind,2,high,ind,3,2,0.329778,0.02227519179933069
"(3,2)-Two-layer MoM",mom,ari,in sample,no noise,2d-high-strong,2,high,strong,3,2,0.1180166,0.03932964086982609
"(3,2)-Two-layer MoM",mom,ari,in sample,no noise,2d-high-weak,2,high,weak,3,2,0.2933354,0.01624142573604282
"(3,2)-Two-layer MoM",mom,ari,in sample,no noise,2d-low-ind,2,low,ind,3,2,0.0163128,0.003080480770558027
"(3,2)-Two-layer MoM",mom,ari,in sample,no noise,2d-low-strong,2,low,strong,3,2,0.0021689,0.0007210778898512444
"(3,2)-Two-layer MoM",mom,ari,in sample,no noise,2d-low-weak,2,low,weak,3,2,0.0012975,0.0009022344596622433
"(3,2)-Two-layer MoM",mom,ari,in sample,no noise,3d-high-ind,3,high,ind,3,2,0.4343673,0.02072955153344562
"(3,2)-Two-layer MoM",mom,ari,in sample,no noise,3d-high-strong,3,high,strong,3,2,0.0129806,0.003866868547498915
"(3,2)-Two-layer MoM",mom,ari,in sample,no noise,3d-high-weak,3,high,weak,3,2,0.3461348,0.02745354631026929
"(3,2)-Two-layer MoM",mom,ari,in sample,no noise,3d-low-ind,3,low,ind,3,2,0.0212342,0.00600567529235237
"(3,2)-Two-layer MoM",mom,ari,in sample,no noise,3d-low-strong,3,low,strong,3,2,0.0007978,0.0005725462885437757
"(3,2)-Two-layer MoM",mom,ari,in sample,no noise,3d-low-weak,3,low,weak,3,2,0.0015547,0.0009620857550135538
"(3,2)-Two-layer MoM",mom,ari,in sample,with noise,2d-high-ind,2,high,ind,3,2,0.3206861,0.02256746764144074
"(3,2)-Two-layer MoM",mom,ari,in sample,with noise,2d-high-strong,2,high,strong,3,2,0.1188545,0.04093150616233382
"(3,2)-Two-layer MoM",mom,ari,in sample,with noise,2d-high-weak,2,high,weak,3,2,0.2888024,0.01526809931877838
"(3,2)-Two-layer MoM",mom,ari,in sample,with noise,2d-low-ind,2,low,ind,3,2,0.0159475,0.002972258731957393
"(3,2)-Two-layer MoM",mom,ari,in sample,with noise,2d-low-strong,2,low,strong,3,2,0.0019916,0.0007379725433561028
"(3,2)-Two-layer MoM",mom,ari,in sample,with noise,2d-low-weak,2,low,weak,3,2,0.0013652,0.0009567521659608132
"(3,2)-Two-layer MoM",mom,ari,in sample,with noise,3d-high-ind,3,high,ind,3,2,0.4216164,0.01907631952728489
"(3,2)-Two-layer MoM",mom,ari,in sample,with noise,3d-high-strong,3,high,strong,3,2,0.0131385,0.003967971105863764
"(3,2)-Two-layer MoM",mom,ari,in sample,with noise,3d-high-weak,3,high,weak,3,2,0.3377547,0.02206991917140439
"(3,2)-Two-layer MoM",mom,ari,in sample,with noise,3d-low-ind,3,low,ind,3,2,0.0192197,0.006047387524269209
"(3,2)-Two-layer MoM",mom,ari,in sample,with noise,3d-low-strong,3,low,strong,3,2,0.0007205,0.0005582482974592593
"(3,2)-Two-layer MoM",mom,ari,in sample,with noise,3d-low-weak,3,low,weak,3,2,0.0015772,0.001087443559431704
"(3,2)-Two-layer MoM",mom,ari,out of sample,no noise,2d-high-ind,2,high,ind,3,2,0.3325809,0.026749350151457
"(3,2)-Two-layer MoM",mom,ari,out of sample,no noise,2d-high-strong,2,high,strong,3,2,0.1169223,0.03890974770380474
"(3,2)-Two-layer MoM",mom,ari,out of sample,no noise,2d-high-weak,2,high,weak,3,2,0.2957008,0.020752270786299
"(3,2)-Two-layer MoM",mom,ari,out of sample,no noise,2d-low-ind,2,low,ind,3,2,0.0169076,0.004482431951744521
"(3,2)-Two-layer MoM",mom,ari,out of sample,no noise,2d-low-strong,2,low,strong,3,2,0.0021403,0.00187201261273054
"(3,2)-Two-layer MoM",mom,ari,out of sample,no noise,2d-low-weak,2,low,weak,3,2,0.0012056,0.001594707990748643
"(3,2)-Two-layer MoM",mom,ari,out of sample,no noise,3d-high-ind,3,high,ind,3,2,0.4360464000000001,0.02288345772417581
"(3,2)-Two-layer MoM",mom,ari,out of sample,no noise,3d-high-strong,3,high,strong,3,2,0.0127101,0.004092871727747887
"(3,2)-Two-layer MoM",mom,ari,out of sample,no noise,3d-high-weak,3,high,weak,3,2,0.3480319,0.02982639400232314
"(3,2)-Two-layer MoM",mom,ari,out of sample,no noise,3d-low-ind,3,low,ind,3,2,0.0217557,0.006979332296361186
"(3,2)-Two-layer MoM",mom,ari,out of sample,no noise,3d-low-strong,3,low,strong,3,2,0.0007266,0.00102957696520111
"(3,2)-Two-layer MoM",mom,ari,out of sample,no noise,3d-low-weak,3,low,weak,3,2,0.0014579,0.001656312866921982
"(3,2)-Two-layer MoM",mom,ari,out of sample,with noise,2d-high-ind,2,high,ind,3,2,0.3228667,0.02608734849742807
"(3,2)-Two-layer MoM",mom,ari,out of sample,with noise,2d-high-strong,2,high,strong,3,2,0.118149,0.0407761968468484
"(3,2)-Two-layer MoM",mom,ari,out of sample,with noise,2d-high-weak,2,high,weak,3,2,0.2909564,0.01939054541666004
"(3,2)-Two-layer MoM",mom,ari,out of sample,with noise,2d-low-ind,2,low,ind,3,2,0.0164136,0.00435712710464827
"(3,2)-Two-layer MoM",mom,ari,out of sample,with noise,2d-low-strong,2,low,strong,3,2,0.0020096,0.001692021634649277
"(3,2)-Two-layer MoM",mom,ari,out of sample,with noise,2d-low-weak,2,low,weak,3,2,0.0012666,0.001661832516570582
"(3,2)-Two-layer MoM",mom,ari,out of sample,with noise,3d-high-ind,3,high,ind,3,2,0.4228642,0.02237234797465366
"(3,2)-Two-layer MoM",mom,ari,out of sample,with noise,3d-high-strong,3,high,strong,3,2,0.012578,0.004085167058883872
"(3,2)-Two-layer MoM",mom,ari,out of sample,with noise,3d-high-weak,3,high,weak,3,2,0.3391521,0.02348521173617409
"(3,2)-Two-layer MoM",mom,ari,out of sample,with noise,3d-low-ind,3,low,ind,3,2,0.0195933,0.006773883307277004
"(3,2)-Two-layer MoM",mom,ari,out of sample,with noise,3d-low-strong,3,low,strong,3,2,0.0007034,0.001042578602031588
"(3,2)-Two-layer MoM",mom,ari,out of sample,with noise,3d-low-weak,3,low,weak,3,2,0.0014544,0.001498147219371011
"(3,2)-Two-layer MoM",mom,avg_ll,in sample,no noise,2d-high-ind,2,high,ind,3,2,-3.8644142,0.01419398664679143
"(3,2)-Two-layer MoM",mom,avg_ll,in sample,no noise,2d-high-strong,2,high,strong,3,2,-3.8490328,0.01407833359916198
"(3,2)-Two-layer MoM",mom,avg_ll,in sample,no noise,2d-high-weak,2,high,weak,3,2,-3.8989706,0.01403580377161043
"(3,2)-Two-layer MoM",mom,avg_ll,in sample,no noise,2d-low-ind,2,low,ind,3,2,-3.4299085,0.01493957691279555
"(3,2)-Two-layer MoM",mom,avg_ll,in sample,no noise,2d-low-strong,2,low,strong,3,2,-3.0555963,0.01643731033412105
"(3,2)-Two-layer MoM",mom,avg_ll,in sample,no noise,2d-low-weak,2,low,weak,3,2,-3.4011473,0.0148862343607927
"(3,2)-Two-layer MoM",mom,avg_ll,in sample,no noise,3d-high-ind,3,high,ind,3,2,-5.585174500000001,0.01545742143843054
"(3,2)-Two-layer MoM",mom,avg_ll,in sample,no noise,3d-high-strong,3,high,strong,3,2,-5.4490994,0.01874485512282652
"(3,2)-Two-layer MoM",mom,avg_ll,in sample,no noise,3d-high-weak,3,high,weak,3,2,-5.621513,0.01565067484910225
"(3,2)-Two-layer MoM",mom,avg_ll,in sample,no noise,3d-low-ind,3,low,ind,3,2,-5.073181399999999,0.01593696972704684
"(3,2)-Two-layer MoM",mom,avg_ll,in sample,no noise,3d-low-strong,3,low,strong,3,2,-4.7201127,0.02058200144654192
"(3,2)-Two-layer MoM",mom,avg_ll,in sample,no noise,3d-low-weak,3,low,weak,3,2,-5.0376911,0.01612540312830988
"(3,2)-Two-layer MoM",mom,avg_ll,in sample,with noise,2d-high-ind,2,high,ind,3,2,-3.8990155,0.01420640034838474
"(3,2)-Two-layer MoM",mom,avg_ll,in sample,with noise,2d-high-strong,2,high,strong,3,2,-3.8855561,0.01453797089581894
"(3,2)-Two-layer MoM",mom,avg_ll,in sample,with noise,2d-high-weak,2,high,weak,3,2,-3.932784,0.0139954575603383
"(3,2)-Two-layer MoM",mom,avg_ll,in sample,with noise,2d-low-ind,2,low,ind,3,2,-3.4612331,0.01487333093564496
"(3,2)-Two-layer MoM",mom,avg_ll,in sample,with noise,2d-low-strong,2,low,strong,3,2,-3.1090372,0.0170375056907288
"(3,2)-Two-layer MoM",mom,avg_ll,in sample,with noise,2d-low-weak,2,low,weak,3,2,-3.4343897,0.01485014270277993
"(3,2)-Two-layer MoM",mom,avg_ll,in sample,with noise,3d-high-ind,3,high,ind,3,2,-5.648751,0.01572003453744909
"(3,2)-Two-layer MoM",mom,avg_ll,in sample,with noise,3d-high-strong,3,high,strong,3,2,-5.5227022,0.01955784632025884
"(3,2)-Two-layer MoM",mom,avg_ll,in sample,with noise,3d-high-weak,3,high,weak,3,2,-5.6838734,0.01647065392898793
"(3,2)-Two-layer MoM",mom,avg_ll,in sample,with noise,3d-low-ind,3,low,ind,3,2,-5.126838299999999,0.01634390672329594
"(3,2)-Two-layer MoM",mom,avg_ll,in sample,with noise,3d-low-strong,3,low,strong,3,2,-4.7925284,0.02056337612888937
"(3,2)-Two-layer MoM",mom,avg_ll,in sample,with noise,3d-low-weak,3,low,weak,3,2,-5.0940166,0.01719888064363299
"(3,2)-Two-layer MoM",mom,avg_ll,out of sample,no noise,2d-high-ind,2,high,ind,3,2,-3.871947,0.02407404589716049
"(3,2)-Two-layer MoM",mom,avg_ll,out of sample,no noise,2d-high-strong,2,high,strong,3,2,-3.8516734,0.02349334662831115
"(3,2)-Two-layer MoM",mom,avg_ll,out of sample,no noise,2d-high-weak,2,high,weak,3,2,-3.9025533,0.02616539503009284
"(3,2)-Two-layer MoM",mom,avg_ll,out of sample,no noise,2d-low-ind,2,low,ind,3,2,-3.4354287,0.02587827506838807
"(3,2)-Two-layer MoM",mom,avg_ll,out of sample,no noise,2d-low-strong,2,low,strong,3,2,-3.0556677,0.02738390144396757
"(3,2)-Two-layer MoM",mom,avg_ll,out of sample,no noise,2d-low-weak,2,low,weak,3,2,-3.4051599,0.02748090255141574
"(3,2)-Two-layer MoM",mom,avg_ll,out of sample,no noise,3d-high-ind,3,high,ind,3,2,-5.5899448,0.03700486635975099
"(3,2)-Two-layer MoM",mom,avg_ll,out of sample,no noise,3d-high-strong,3,high,strong,3,2,-5.4535216,0.0389743979348476
"(3,2)-Two-layer MoM",mom,avg_ll,out of sample,no noise,3d-high-weak,3,high,weak,3,2,-5.6273142,0.03745555899133703
"(3,2)-Two-layer MoM",mom,avg_ll,out of sample,no noise,3d-low-ind,3,low,ind,3,2,-5.0759306,0.03877185990958502
"(3,2)-Two-layer MoM",mom,avg_ll,out of sample,no noise,3d-low-strong,3,low,strong,3,2,-4.7250661,0.04523342732164602
"(3,2)-Two-layer MoM",mom,avg_ll,out of sample,no noise,3d-low-weak,3,low,weak,3,2,-5.041393,0.04017838077645961
"(3,2)-Two-layer MoM",mom,avg_ll,out of sample,with noise,2d-high-ind,2,high,ind,3,2,-3.9070077,0.02353261982157253
"(3,2)-Two-layer MoM",mom,avg_ll,out of sample,with noise,2d-high-strong,2,high,strong,3,2,-3.8873451,0.02380736744023465
"(3,2)-Two-layer MoM",mom,avg_ll,out of sample,with noise,2d-high-weak,2,high,weak,3,2,-3.9361694,0.02640110553317298
"(3,2)-Two-layer MoM",mom,avg_ll,out of sample,with noise,2d-low-ind,2,low,ind,3,2,-3.4671879,0.02614282261603235
"(3,2)-Two-layer MoM",mom,avg_ll,out of sample,with noise,2d-low-strong,2,low,strong,3,2,-3.1090269,0.02728334659465445
"(3,2)-Two-layer MoM",mom,avg_ll,out of sample,with noise,2d-low-weak,2,low,weak,3,2,-3.438013,0.02773583221915088
"(3,2)-Two-layer MoM",mom,avg_ll,out of sample,with noise,3d-high-ind,3,high,ind,3,2,-5.6538572,0.03612513322697471
"(3,2)-Two-layer MoM",mom,avg_ll,out of sample,with noise,3d-high-strong,3,high,strong,3,2,-5.5266602,0.03812740616629598
"(3,2)-Two-layer MoM",mom,avg_ll,out of sample,with noise,3d-high-weak,3,high,weak,3,2,-5.689918199999999,0.03601799943911321
"(3,2)-Two-layer MoM",mom,avg_ll,out of sample,with noise,3d-low-ind,3,low,ind,3,2,-5.130245599999999,0.03825925995577583
"(3,2)-Two-layer MoM",mom,avg_ll,out of sample,with noise,3d-low-strong,3,low,strong,3,2,-4.7963411,0.0428664847042418
"(3,2)-Two-layer MoM",mom,avg_ll,out of sample,with noise,3d-low-weak,3,low,weak,3,2,-5.097966400000001,0.03970362997729229
"(3,2)-Two-layer MoM",mom,bic,in sample,no noise,2d-high-ind,2,high,ind,3,2,62118.21292019999,227.1024410918576
"(3,2)-Two-layer MoM",mom,bic,in sample,no noise,2d-high-strong,2,high,strong,3,2,61872.1197134,225.2502369378068
"(3,2)-Two-layer MoM",mom,bic,in sample,no noise,2d-high-weak,2,high,weak,3,2,62671.1270307,224.5676962967617
"(3,2)-Two-layer MoM",mom,bic,in sample,no noise,2d-low-ind,2,low,ind,3,2,55166.1263908,239.0271464198755
"(3,2)-Two-layer MoM",mom,bic,in sample,no noise,2d-low-strong,2,low,strong,3,2,49177.130974,262.9929835468093
"(3,2)-Two-layer MoM",mom,bic,in sample,no noise,2d-low-weak,2,low,weak,3,2,54705.94671020001,238.1777864108563
"(3,2)-Two-layer MoM",mom,bic,in sample,no noise,3d-high-ind,3,high,ind,3,2,89812.1545809,247.3241006402093
"(3,2)-Two-layer MoM",mom,bic,in sample,no noise,3d-high-strong,3,high,strong,3,2,87634.9440491,299.9263067303612
"(3,2)-Two-layer MoM",mom,bic,in sample,no noise,3d-high-weak,3,high,weak,3,2,90393.5630671,250.4165783000501
"(3,2)-Two-layer MoM",mom,bic,in sample,no noise,3d-low-ind,3,low,ind,3,2,81620.262194,254.9898925887749
"(3,2)-Two-layer MoM",mom,bic,in sample,no noise,3d-low-strong,3,low,strong,3,2,75971.16292860001,329.311234717686
"(3,2)-Two-layer MoM",mom,bic,in sample,no noise,3d-low-weak,3,low,weak,3,2,81052.4102253,258.0000696240668
"(3,2)-Two-layer MoM",mom,bic,in sample,with noise,2d-high-ind,2,high,ind,3,2,62671.8347918,227.3024696482528
"(3,2)-Two-layer MoM",mom,bic,in sample,with noise,2d-high-strong,2,high,strong,3,2,62456.48731890001,232.6068291875337
"(3,2)-Two-layer MoM",mom,bic,in sample,with noise,2d-high-weak,2,high,weak,3,2,63212.1326805,223.9223722433186
"(3,2)-Two-layer MoM",mom,bic,in sample,with noise,2d-low-ind,2,low,ind,3,2,55667.3133079,237.9792188088765
"(3,2)-Two-layer MoM",mom,bic,in sample,with noise,2d-low-strong,2,low,strong,3,2,50032.1774559,272.598194665414
"(3,2)-Two-layer MoM",mom,bic,in sample,with noise,2d-low-weak,2,low,weak,3,2,55237.8217059,237.5995959130619
"(3,2)-Two-layer MoM",mom,bic,in sample,with noise,3d-high-ind,3,high,ind,3,2,90829.37944280001,251.5211204397307
"(3,2)-Two-layer MoM",mom,bic,in sample,with noise,3d-high-strong,3,high,strong,3,2,88812.59282430001,312.9291472526987
"(3,2)-Two-layer MoM",mom,bic,in sample,with noise,3d-high-weak,3,high,weak,3,2,91391.33161699999,263.52619659501
"(3,2)-Two-layer MoM",mom,bic,in sample,with noise,3d-low-ind,3,low,ind,3,2,82478.7663764,261.5114045951745
"(3,2)-Two-layer MoM",mom,bic,in sample,with noise,3d-low-strong,3,low,strong,3,2,77129.8152458,329.0119347330823
"(3,2)-Two-layer MoM",mom,bic,in sample,with noise,3d-low-weak,3,low,weak,3,2,81953.6185845,275.1859232790369
"(3,2)-Two-layer MoM",mom,bic,out of sample,no noise,2d-high-ind,2,high,ind,3,2,15731.0156281,96.2977195480523
"(3,2)-Two-layer MoM",mom,bic,out of sample,no noise,2d-high-strong,2,high,strong,3,2,15649.9219493,93.97009965452679
"(3,2)-Two-layer MoM",mom,bic,out of sample,no noise,2d-high-weak,2,high,weak,3,2,15853.4433744,104.6604890142571
"(3,2)-Two-layer MoM",mom,bic,out of sample,no noise,2d-low-ind,2,low,ind,3,2,13984.9440161,103.5138714123244
"(3,2)-Two-layer MoM",mom,bic,out of sample,no noise,2d-low-strong,2,low,strong,3,2,12465.8983211,109.5356559299552
"(3,2)-Two-layer MoM",mom,bic,out of sample,no noise,2d-low-weak,2,low,weak,3,2,13863.8684035,109.9236900556405
"(3,2)-Two-layer MoM",mom,bic,out of sample,no noise,3d-high-ind,3,high,ind,3,2,22739.8227278,148.0209962867214
"(3,2)-Two-layer MoM",mom,bic,out of sample,no noise,3d-high-strong,3,high,strong,3,2,22194.1316863,155.8975856620918
"(3,2)-Two-layer MoM",mom,bic,out of sample,no noise,3d-high-weak,3,high,weak,3,2,22889.303241,149.8217517083553
"(3,2)-Two-layer MoM",mom,bic,out of sample,no noise,3d-low-ind,3,low,ind,3,2,20683.7675944,155.0879764579748
"(3,2)-Two-layer MoM",mom,bic,out of sample,no noise,3d-low-strong,3,low,strong,3,2,19280.3085768,180.9351092010146
"(3,2)-Two-layer MoM",mom,bic,out of sample,no noise,3d-low-weak,3,low,weak,3,2,20545.6185039,160.7167503874327
"(3,2)-Two-layer MoM",mom,bic,out of sample,with noise,2d-high-ind,2,high,ind,3,2,15871.2608962,94.1301594695001
"(3,2)-Two-layer MoM",mom,bic,out of sample,with noise,2d-high-strong,2,high,strong,3,2,15792.6085702,95.22977516172871
"(3,2)-Two-layer MoM",mom,bic,out of sample,with noise,2d-high-weak,2,high,weak,3,2,15987.9068624,105.603983690387
"(3,2)-Two-layer MoM",mom,bic,out of sample,with noise,2d-low-ind,2,low,ind,3,2,14111.9795723,104.5707870890232
"(3,2)-Two-layer MoM",mom,bic,out of sample,with noise,2d-low-strong,2,low,strong,3,2,12679.3385158,109.1331199266249
"(3,2)-Two-layer MoM",mom,bic,out of sample,with noise,2d-low-weak,2,low,weak,3,2,13995.2823713,110.9452225359354
"(3,2)-Two-layer MoM",mom,bic,out of sample,with noise,3d-high-ind,3,high,ind,3,2,22995.4736739,144.5022783318845
"(3,2)-Two-layer MoM",mom,bic,out of sample,with noise,3d-high-strong,3,high,strong,3,2,22486.6848381,152.5090156590808
"(3,2)-Two-layer MoM",mom,bic,out of sample,with noise,3d-high-weak,3,high,weak,3,2,23139.7152058,144.0741605554335
"(3,2)-Two-layer MoM",mom,bic,out of sample,with noise,3d-low-ind,3,low,ind,3,2,20901.0280563,153.0370751646834
"(3,2)-Two-layer MoM",mom,bic,out of sample,with noise,3d-low-strong,3,low,strong,3,2,19565.4089068,171.4662189404254
"(3,2)-Two-layer MoM",mom,bic,out of sample,with noise,3d-low-weak,3,low,weak,3,2,20771.911454,158.8124718827832
"(3,2)-Two-layer MoM",mom,em_iters,training,no noise,2d-high-ind,2,high,ind,3,2,30.37,5.821685340347778
"(3,2)-Two-layer MoM",mom,em_iters,training,no noise,2d-high-strong,2,high,strong,3,2,45.33,11.96632902368267
"(3,2)-Two-layer MoM",mom,em_iters,training,no noise,2d-high-weak,2,high,weak,3,2,25.46,7.912935324804915
"(3,2)-Two-layer MoM",mom,em_iters,training,no noise,2d-low-ind,2,low,ind,3,2,23.67,1.764149149653232
"(3,2)-Two-layer MoM",mom,em_iters,training,no noise,2d-low-strong,2,low,strong,3,2,48.86,16.41385224298505
"(3,2)-Two-layer MoM",mom,em_iters,training,no noise,2d-low-weak,2,low,weak,3,2,28.95,5.437198848040349
"(3,2)-Two-layer MoM",mom,em_iters,training,no noise,3d-high-ind,3,high,ind,3,2,28.6,6.440089089038088
"(3,2)-Two-layer MoM",mom,em_iters,training,no noise,3d-high-strong,3,high,strong,3,2,49.84,16.47999705795796
"(3,2)-Two-layer MoM",mom,em_iters,training,no noise,3d-high-weak,3,high,weak,3,2,35.96,18.02799170314001
"(3,2)-Two-layer MoM",mom,em_iters,training,no noise,3d-low-ind,3,low,ind,3,2,30.81,7.334290571133527
"(3,2)-Two-layer MoM",mom,em_iters,training,no noise,3d-low-strong,3,low,strong,3,2,63.49,23.68074485246773
"(3,2)-Two-layer MoM",mom,em_iters,training,no noise,3d-low-weak,3,low,weak,3,2,57.02,17.21050888735182
"(3,2)-Two-layer MoM",mom,em_iters,training,with noise,2d-high-ind,2,high,ind,3,2,29.77,5.854903841217119
"(3,2)-Two-layer MoM",mom,em_iters,training,with noise,2d-high-strong,2,high,strong,3,2,44.81,9.329755807862467
"(3,2)-Two-layer MoM",mom,em_iters,training,with noise,2d-high-weak,2,high,weak,3,2,24.49,7.26065222325589
"(3,2)-Two-layer MoM",mom,em_iters,training,with noise,2d-low-ind,2,low,ind,3,2,23.67,2.030350519571247
"(3,2)-Two-layer MoM",mom,em_iters,training,with noise,2d-low-strong,2,low,strong,3,2,47.64,17.30622588970381
"(3,2)-Two-layer MoM",mom,em_iters,training,with noise,2d-low-weak,2,low,weak,3,2,28.19,4.044437506931557
"(3,2)-Two-layer MoM",mom,em_iters,training,with noise,3d-high-ind,3,high,ind,3,2,29.94,6.263280839040101
"(3,2)-Two-layer MoM",mom,em_iters,training,with noise,3d-high-strong,3,high,strong,3,2,50.09,17.66643510425715
"(3,2)-Two-layer MoM",mom,em_iters,training,with noise,3d-high-weak,3,high,weak,3,2,35.52,17.7988082679031
"(3,2)-Two-layer MoM",mom,em_iters,training,with noise,3d-low-ind,3,low,ind,3,2,28.54,6.094243019423986
"(3,2)-Two-layer MoM",mom,em_iters,training,with noise,3d-low-strong,3,low,strong,3,2,63.37,23.06628787567771
"(3,2)-Two-layer MoM",mom,em_iters,training,with noise,3d-low-weak,3,low,weak,3,2,51.38,17.08669516071354
"(3,2)-Two-layer MoM",mom,gmpd,in sample,no noise,2d-high-ind,2,high,ind,3,2,0.0209779,0.0002979061441244044
"(3,2)-Two-layer MoM",mom,gmpd,in sample,no noise,2d-high-strong,2,high,strong,3,2,0.0213027,0.0002990282409554133
"(3,2)-Two-layer MoM",mom,gmpd,in sample,no noise,2d-high-weak,2,high,weak,3,2,0.0202647,0.0002833010855088721
"(3,2)-Two-layer MoM",mom,gmpd,in sample,no noise,2d-low-ind,2,low,ind,3,2,0.0323939,0.000482949471393428
"(3,2)-Two-layer MoM",mom,gmpd,in sample,no noise,2d-low-strong,2,low,strong,3,2,0.0471008,0.0007730441988226372
"(3,2)-Two-layer MoM",mom,gmpd,in sample,no noise,2d-low-weak,2,low,weak,3,2,0.0333389,0.0004950949199880552
"(3,2)-Two-layer MoM",mom,gmpd,in sample,no noise,3d-high-ind,3,high,ind,3,2,0.003753,5.77787490205857e-05
"(3,2)-Two-layer MoM",mom,gmpd,in sample,no noise,3d-high-strong,3,high,strong,3,2,0.0043008,8.043668694110048e-05
"(3,2)-Two-layer MoM",mom,gmpd,in sample,no noise,3d-high-weak,3,high,weak,3,2,0.0036195,5.648589705100351e-05
"(3,2)-Two-layer MoM",mom,gmpd,in sample,no noise,3d-low-ind,3,low,ind,3,2,0.0062633,9.962611924773366e-05
"(3,2)-Two-layer MoM",mom,gmpd,in sample,no noise,3d-low-strong,3,low,strong,3,2,0.0089154,0.0001842287774052753
"(3,2)-Two-layer MoM",mom,gmpd,in sample,no noise,3d-low-weak,3,low,weak,3,2,0.0064896,0.0001042328395875544
"(3,2)-Two-layer MoM",mom,gmpd,in sample,with noise,2d-high-ind,2,high,ind,3,2,0.0202636,0.0002865733463326324
"(3,2)-Two-layer MoM",mom,gmpd,in sample,with noise,2d-high-strong,2,high,strong,3,2,0.0205386,0.0002976847359543346
"(3,2)-Two-layer MoM",mom,gmpd,in sample,with noise,2d-high-weak,2,high,weak,3,2,0.0195911,0.0002736616468738302
"(3,2)-Two-layer MoM",mom,gmpd,in sample,with noise,2d-low-ind,2,low,ind,3,2,0.0313943,0.0004653493420012653
"(3,2)-Two-layer MoM",mom,gmpd,in sample,with noise,2d-low-strong,2,low,strong,3,2,0.0446503,0.0007606768052334727
"(3,2)-Two-layer MoM",mom,gmpd,in sample,with noise,2d-low-weak,2,low,weak,3,2,0.0322487,0.000478152283337229
"(3,2)-Two-layer MoM",mom,gmpd,in sample,with noise,3d-high-ind,3,high,ind,3,2,0.0035228,5.567002348797343e-05
"(3,2)-Two-layer MoM",mom,gmpd,in sample,with noise,3d-high-strong,3,high,strong,3,2,0.0039959,7.790300884997176e-05
"(3,2)-Two-layer MoM",mom,gmpd,in sample,with noise,3d-high-weak,3,high,weak,3,2,0.0034008,5.622250169611529e-05
"(3,2)-Two-layer MoM",mom,gmpd,in sample,with noise,3d-low-ind,3,low,ind,3,2,0.005936,9.679719505077063e-05
"(3,2)-Two-layer MoM",mom,gmpd,in sample,with noise,3d-low-strong,3,low,strong,3,2,0.0082931,0.0001708841831194569
"(3,2)-Two-layer MoM",mom,gmpd,in sample,with noise,3d-low-weak,3,low,weak,3,2,0.0061337,0.0001053963658737527
