Model,Model Type,Metric,Sample,Noise,Experiment,Dimension,Separability,Dependence,K,L,Avg Value,Std Value
"(4,2)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,no noise,2d-high-ind,2,high,ind,4,2,-3.8838351999999996,0.024096157557803834
"(4,2)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,no noise,2d-high-strong,2,high,strong,4,2,-3.8953447,0.02424729906670646
"(4,2)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,no noise,2d-high-weak,2,high,weak,4,2,-3.9078098999999997,0.02604579000064261
"(4,2)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,no noise,2d-low-ind,2,low,ind,4,2,-3.4363623999999997,0.026032378949642315
"(4,2)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,no noise,2d-low-strong,2,low,strong,4,2,-3.2766383,0.029175473131285202
"(4,2)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,no noise,2d-low-weak,2,low,weak,4,2,-3.4212293,0.027528333549088905
"(4,2)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,no noise,3d-high-ind,3,high,ind,4,2,-5.6091794,0.03739390931932392
"(4,2)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,no noise,3d-high-strong,3,high,strong,4,2,-5.629281,0.03958142140199149
"(4,2)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,no noise,3d-high-weak,3,high,weak,4,2,-5.6398636,0.03641483734452586
"(4,2)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,no noise,3d-low-ind,3,low,ind,4,2,-5.079674499999999,0.03909449069597649
"(4,2)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,no noise,3d-low-strong,3,low,strong,4,2,-4.9004259,0.0460160436689139
"(4,2)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,no noise,3d-low-weak,3,low,weak,4,2,-5.0634381,0.03981365824967891
"(4,2)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,with noise,2d-high-ind,2,high,ind,4,2,-3.9186151999999996,0.02371774162175568
"(4,2)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,with noise,2d-high-strong,2,high,strong,4,2,-3.9297201999999998,0.02425573417490462
"(4,2)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,with noise,2d-high-weak,2,high,weak,4,2,-3.9414417,0.02612591874775194
"(4,2)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,with noise,2d-low-ind,2,low,ind,4,2,-3.4683032,0.02612930267618016
"(4,2)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,with noise,2d-low-strong,2,low,strong,4,2,-3.3154486,0.027963755799681866
"(4,2)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,with noise,2d-low-weak,2,low,weak,4,2,-3.4535268,0.027508146557525495
"(4,2)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,with noise,3d-high-ind,3,high,ind,4,2,-5.6730979999999995,0.036478093273756666
"(4,2)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,with noise,3d-high-strong,3,high,strong,4,2,-5.6917944,0.038597849139844785
"(4,2)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,with noise,3d-high-weak,3,high,weak,4,2,-5.7022824000000005,0.03537559893828541
"(4,2)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,with noise,3d-low-ind,3,low,ind,4,2,-5.1332979,0.038127203186415215
"(4,2)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,with noise,3d-low-strong,3,low,strong,4,2,-4.961039,0.04410723558910865
"(4,2)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,with noise,3d-low-weak,3,low,weak,4,2,-5.1178177,0.03931661161903485
"(4,2)-Isolated Two-layer MoM",isomom,bic,in sample,no noise,2d-high-ind,2,high,ind,4,2,62411.692957499996,227.5645711281871
"(4,2)-Isolated Two-layer MoM",isomom,bic,in sample,no noise,2d-high-strong,2,high,strong,4,2,62682.8521389,231.7188850857535
"(4,2)-Isolated Two-layer MoM",isomom,bic,in sample,no noise,2d-high-weak,2,high,weak,4,2,62849.078765599996,225.05974883935318
"(4,2)-Isolated Two-layer MoM",isomom,bic,in sample,no noise,2d-low-ind,2,low,ind,4,2,55284.123002399996,238.8990353981172
"(4,2)-Isolated Two-layer MoM",isomom,bic,in sample,no noise,2d-low-strong,2,low,strong,4,2,52792.194603899996,285.86223575378654
"(4,2)-Isolated Two-layer MoM",isomom,bic,in sample,no noise,2d-low-weak,2,low,weak,4,2,55066.140687800005,234.13330156853834
"(4,2)-Isolated Two-layer MoM",isomom,bic,in sample,no noise,3d-high-ind,3,high,ind,4,2,90279.0935564,247.80595867980838
"(4,2)-Isolated Two-layer MoM",isomom,bic,in sample,no noise,3d-high-strong,3,high,strong,4,2,90629.5744072,316.3788715744417
"(4,2)-Isolated Two-layer MoM",isomom,bic,in sample,no noise,3d-high-weak,3,high,weak,4,2,90753.4051898,247.69806942992653
"(4,2)-Isolated Two-layer MoM",isomom,bic,in sample,no noise,3d-low-ind,3,low,ind,4,2,81842.3784303,253.711995162784
"(4,2)-Isolated Two-layer MoM",isomom,bic,in sample,no noise,3d-low-strong,3,low,strong,4,2,78978.7822459,408.4664322364599
"(4,2)-Isolated Two-layer MoM",isomom,bic,in sample,no noise,3d-low-weak,3,low,weak,4,2,81574.4986412,264.09086910899026
"(4,2)-Isolated Two-layer MoM",isomom,bic,in sample,with noise,2d-high-ind,2,high,ind,4,2,62960.080381199994,227.9619353201313
"(4,2)-Isolated Two-layer MoM",isomom,bic,in sample,with noise,2d-high-strong,2,high,strong,4,2,63241.3416215,238.94311580203507
"(4,2)-Isolated Two-layer MoM",isomom,bic,in sample,with noise,2d-high-weak,2,high,weak,4,2,63389.9015374,228.98222286239556
"(4,2)-Isolated Two-layer MoM",isomom,bic,in sample,with noise,2d-low-ind,2,low,ind,4,2,55786.1695105,237.44968919807312
"(4,2)-Isolated Two-layer MoM",isomom,bic,in sample,with noise,2d-low-strong,2,low,strong,4,2,53419.7763873,296.6314029279298
"(4,2)-Isolated Two-layer MoM",isomom,bic,in sample,with noise,2d-low-weak,2,low,weak,4,2,55583.0007713,238.56004892143883
"(4,2)-Isolated Two-layer MoM",isomom,bic,in sample,with noise,3d-high-ind,3,high,ind,4,2,91293.7922546,249.64277844864847
"(4,2)-Isolated Two-layer MoM",isomom,bic,in sample,with noise,3d-high-strong,3,high,strong,4,2,91636.7729377,328.92587591159696
"(4,2)-Isolated Two-layer MoM",isomom,bic,in sample,with noise,3d-high-weak,3,high,weak,4,2,91747.92637900001,253.83710657984392
"(4,2)-Isolated Two-layer MoM",isomom,bic,in sample,with noise,3d-low-ind,3,low,ind,4,2,82691.2481488,260.9772066695974
"(4,2)-Isolated Two-layer MoM",isomom,bic,in sample,with noise,3d-low-strong,3,low,strong,4,2,79954.7066178,400.822406837415
"(4,2)-Isolated Two-layer MoM",isomom,bic,in sample,with noise,3d-low-weak,3,low,weak,4,2,82438.7425889,268.2624836546163
"(4,2)-Isolated Two-layer MoM",isomom,bic,out of sample,no noise,2d-high-ind,2,high,ind,4,2,15862.180123,96.38388209090937
"(4,2)-Isolated Two-layer MoM",isomom,bic,out of sample,no noise,2d-high-strong,2,high,strong,4,2,15908.2174431,96.9893909898463
"(4,2)-Isolated Two-layer MoM",isomom,bic,out of sample,no noise,2d-high-weak,2,high,weak,4,2,15958.076782,104.18426327502897
"(4,2)-Isolated Two-layer MoM",isomom,bic,out of sample,no noise,2d-low-ind,2,low,ind,4,2,14072.288182,104.13121113564391
"(4,2)-Isolated Two-layer MoM",isomom,bic,out of sample,no noise,2d-low-strong,2,low,strong,4,2,13433.390999100002,116.70027779238143
"(4,2)-Isolated Two-layer MoM",isomom,bic,out of sample,no noise,2d-low-weak,2,low,weak,4,2,14011.7554846,110.11293382737966
"(4,2)-Isolated Two-layer MoM",isomom,bic,out of sample,no noise,3d-high-ind,3,high,ind,4,2,22945.9777293,149.57540627289092
"(4,2)-Isolated Two-layer MoM",isomom,bic,out of sample,no noise,3d-high-strong,3,high,strong,4,2,23026.3867551,158.3266310747747
"(4,2)-Isolated Two-layer MoM",isomom,bic,out of sample,no noise,3d-high-weak,3,high,weak,4,2,23068.717379,145.66024507827893
"(4,2)-Isolated Two-layer MoM",isomom,bic,out of sample,no noise,3d-low-ind,3,low,ind,4,2,20827.9572282,156.37696633057985
"(4,2)-Isolated Two-layer MoM",isomom,bic,out of sample,no noise,3d-low-strong,3,low,strong,4,2,20110.9636903,184.06337790777545
"(4,2)-Isolated Two-layer MoM",isomom,bic,out of sample,no noise,3d-low-weak,3,low,weak,4,2,20763.012919999997,159.25332587217906
"(4,2)-Isolated Two-layer MoM",isomom,bic,out of sample,with noise,2d-high-ind,2,high,ind,4,2,16001.2971991,94.87147527419096
"(4,2)-Isolated Two-layer MoM",isomom,bic,out of sample,with noise,2d-high-strong,2,high,strong,4,2,16045.718724499999,97.02437690743542
"(4,2)-Isolated Two-layer MoM",isomom,bic,out of sample,with noise,2d-high-weak,2,high,weak,4,2,16092.6067309,104.50330778102006
"(4,2)-Isolated Two-layer MoM",isomom,bic,out of sample,with noise,2d-low-ind,2,low,ind,4,2,14200.051361799999,104.5172900895781
"(4,2)-Isolated Two-layer MoM",isomom,bic,out of sample,with noise,2d-low-strong,2,low,strong,4,2,13588.6326345,111.85402915807992
"(4,2)-Isolated Two-layer MoM",isomom,bic,out of sample,with noise,2d-low-weak,2,low,weak,4,2,14140.9476242,110.03109449032586
"(4,2)-Isolated Two-layer MoM",isomom,bic,out of sample,with noise,3d-high-ind,3,high,ind,4,2,23201.6525132,145.91052287560444
"(4,2)-Isolated Two-layer MoM",isomom,bic,out of sample,with noise,3d-high-strong,3,high,strong,4,2,23276.4358993,154.39156113640763
"(4,2)-Isolated Two-layer MoM",isomom,bic,out of sample,with noise,3d-high-weak,3,high,weak,4,2,23318.3895182,141.50289012375674
"(4,2)-Isolated Two-layer MoM",isomom,bic,out of sample,with noise,3d-low-ind,3,low,ind,4,2,21042.4546195,152.507138059124
"(4,2)-Isolated Two-layer MoM",isomom,bic,out of sample,with noise,3d-low-strong,3,low,strong,4,2,20353.414243699997,176.43072236606176
"(4,2)-Isolated Two-layer MoM",isomom,bic,out of sample,with noise,3d-low-weak,3,low,weak,4,2,20980.529695999998,157.26687715225356
"(4,2)-Isolated Two-layer MoM",isomom,em_iters,training,no noise,2d-high-ind,2,high,ind,4,2,97.29,5.9548723790275355
"(4,2)-Isolated Two-layer MoM",isomom,em_iters,training,no noise,2d-high-strong,2,high,strong,4,2,70.21,3.6825962514936585
"(4,2)-Isolated Two-layer MoM",isomom,em_iters,training,no noise,2d-high-weak,2,high,weak,4,2,88.31,4.5164010880211665
"(4,2)-Isolated Two-layer MoM",isomom,em_iters,training,no noise,2d-low-ind,2,low,ind,4,2,120.15,10.54607495562671
"(4,2)-Isolated Two-layer MoM",isomom,em_iters,training,no noise,2d-low-strong,2,low,strong,4,2,85.15,5.1057009135065705
"(4,2)-Isolated Two-layer MoM",isomom,em_iters,training,no noise,2d-low-weak,2,low,weak,4,2,117.08,10.287464176944638
"(4,2)-Isolated Two-layer MoM",isomom,em_iters,training,no noise,3d-high-ind,3,high,ind,4,2,49.99,2.805099973010918
"(4,2)-Isolated Two-layer MoM",isomom,em_iters,training,no noise,3d-high-strong,3,high,strong,4,2,44.51,1.623657176334531
"(4,2)-Isolated Two-layer MoM",isomom,em_iters,training,no noise,3d-high-weak,3,high,weak,4,2,46.83,2.160504056413174
"(4,2)-Isolated Two-layer MoM",isomom,em_iters,training,no noise,3d-low-ind,3,low,ind,4,2,60.08,4.556447313556047
"(4,2)-Isolated Two-layer MoM",isomom,em_iters,training,no noise,3d-low-strong,3,low,strong,4,2,62.07,7.760629725568262
"(4,2)-Isolated Two-layer MoM",isomom,em_iters,training,no noise,3d-low-weak,3,low,weak,4,2,59.78,3.639236239108476
"(4,2)-Isolated Two-layer MoM",isomom,em_iters,training,with noise,2d-high-ind,2,high,ind,4,2,94.94,6.264893366122755
"(4,2)-Isolated Two-layer MoM",isomom,em_iters,training,with noise,2d-high-strong,2,high,strong,4,2,70.61,3.4812484698870483
"(4,2)-Isolated Two-layer MoM",isomom,em_iters,training,with noise,2d-high-weak,2,high,weak,4,2,87.0,4.541614539595211
"(4,2)-Isolated Two-layer MoM",isomom,em_iters,training,with noise,2d-low-ind,2,low,ind,4,2,117.88,10.493172383348451
"(4,2)-Isolated Two-layer MoM",isomom,em_iters,training,with noise,2d-low-strong,2,low,strong,4,2,84.28,4.690588040066636
"(4,2)-Isolated Two-layer MoM",isomom,em_iters,training,with noise,2d-low-weak,2,low,weak,4,2,114.7,10.222277118868844
"(4,2)-Isolated Two-layer MoM",isomom,em_iters,training,with noise,3d-high-ind,3,high,ind,4,2,49.72,2.225109235770486
"(4,2)-Isolated Two-layer MoM",isomom,em_iters,training,with noise,3d-high-strong,3,high,strong,4,2,44.61,1.7285189549952218
"(4,2)-Isolated Two-layer MoM",isomom,em_iters,training,with noise,3d-high-weak,3,high,weak,4,2,46.87,1.9050968320255897
"(4,2)-Isolated Two-layer MoM",isomom,em_iters,training,with noise,3d-low-ind,3,low,ind,4,2,59.77,4.55683524770728
"(4,2)-Isolated Two-layer MoM",isomom,em_iters,training,with noise,3d-low-strong,3,low,strong,4,2,61.43,6.108869193908381
"(4,2)-Isolated Two-layer MoM",isomom,em_iters,training,with noise,3d-low-weak,3,low,weak,4,2,59.3,3.365001088147271
"(4,2)-Isolated Two-layer MoM",isomom,gmpd,in sample,no noise,2d-high-ind,2,high,ind,4,2,0.0207238,0.00029485754136017965
"(4,2)-Isolated Two-layer MoM",isomom,gmpd,in sample,no noise,2d-high-strong,2,high,strong,4,2,0.0203757,0.0002945609813216475
"(4,2)-Isolated Two-layer MoM",isomom,gmpd,in sample,no noise,2d-high-weak,2,high,weak,4,2,0.0201648,0.00028333326203207657
"(4,2)-Isolated Two-layer MoM",isomom,gmpd,in sample,no noise,2d-low-ind,2,low,ind,4,2,0.0323546,0.0004825634830273788
"(4,2)-Isolated Two-layer MoM",isomom,gmpd,in sample,no noise,2d-low-strong,2,low,strong,4,2,0.0378089,0.0006752820510607762
"(4,2)-Isolated Two-layer MoM",isomom,gmpd,in sample,no noise,2d-low-weak,2,low,weak,4,2,0.032798799999999996,0.00047930774998107334
"(4,2)-Isolated Two-layer MoM",isomom,gmpd,in sample,no noise,3d-high-ind,3,high,ind,4,2,0.0036807000000000003,5.682251296623535e-05
"(4,2)-Isolated Two-layer MoM",isomom,gmpd,in sample,no noise,3d-high-strong,3,high,strong,4,2,0.0036008,7.060603459487102e-05
"(4,2)-Isolated Two-layer MoM",isomom,gmpd,in sample,no noise,3d-high-weak,3,high,weak,4,2,0.0035734,5.518051185780069e-05
"(4,2)-Isolated Two-layer MoM",isomom,gmpd,in sample,no noise,3d-low-ind,3,low,ind,4,2,0.0062363,9.963220241255229e-05
"(4,2)-Isolated Two-layer MoM",isomom,gmpd,in sample,no noise,3d-low-strong,3,low,strong,4,2,0.007459400000000001,0.00018993257708561706
"(4,2)-Isolated Two-layer MoM",isomom,gmpd,in sample,no noise,3d-low-weak,3,low,weak,4,2,0.0063414000000000005,0.00010464968015027839
"(4,2)-Isolated Two-layer MoM",isomom,gmpd,in sample,with noise,2d-high-ind,2,high,ind,4,2,0.020025300000000003,0.00028420882562942473
"(4,2)-Isolated Two-layer MoM",isomom,gmpd,in sample,with noise,2d-high-strong,2,high,strong,4,2,0.0196771,0.0002932448041338763
"(4,2)-Isolated Two-layer MoM",isomom,gmpd,in sample,with noise,2d-high-weak,2,high,weak,4,2,0.0194951,0.00027854417708122813
"(4,2)-Isolated Two-layer MoM",isomom,gmpd,in sample,with noise,2d-low-ind,2,low,ind,4,2,0.031354799999999995,0.00046372118059598386
"(4,2)-Isolated Two-layer MoM",isomom,gmpd,in sample,with noise,2d-low-strong,2,low,strong,4,2,0.036355200000000004,0.0006749971642289849
"(4,2)-Isolated Two-layer MoM",isomom,gmpd,in sample,with noise,2d-low-weak,2,low,weak,4,2,0.031756,0.0004738366935149833
"(4,2)-Isolated Two-layer MoM",isomom,gmpd,in sample,with noise,3d-high-ind,3,high,ind,4,2,0.0034541,5.399392034612266e-05
"(4,2)-Isolated Two-layer MoM",isomom,gmpd,in sample,with noise,3d-high-strong,3,high,strong,4,2,0.0033811999999999996,6.953351056080144e-05
"(4,2)-Isolated Two-layer MoM",isomom,gmpd,in sample,with noise,3d-high-weak,3,high,weak,4,2,0.003358,5.3257521875915565e-05
"(4,2)-Isolated Two-layer MoM",isomom,gmpd,in sample,with noise,3d-low-ind,3,low,ind,4,2,0.0059138,9.615622809792506e-05
"(4,2)-Isolated Two-layer MoM",isomom,gmpd,in sample,with noise,3d-low-strong,3,low,strong,4,2,0.007019,0.0001747176654670691
"(4,2)-Isolated Two-layer MoM",isomom,gmpd,in sample,with noise,3d-low-weak,3,low,weak,4,2,0.0060084000000000005,0.00010066164948364233
"(4,2)-Isolated Two-layer MoM",isomom,gmpd,out of sample,no noise,2d-high-ind,2,high,ind,4,2,0.0205781,0.0004969964229694658
"(4,2)-Isolated Two-layer MoM",isomom,gmpd,out of sample,no noise,2d-high-strong,2,high,strong,4,2,0.0203423,0.0004930176201084239
"(4,2)-Isolated Two-layer MoM",isomom,gmpd,out of sample,no noise,2d-high-weak,2,high,weak,4,2,0.020091200000000004,0.0005251998753721371
"(4,2)-Isolated Two-layer MoM",isomom,gmpd,out of sample,no noise,2d-low-ind,2,low,ind,4,2,0.0321925,0.0008425183209949336
"(4,2)-Isolated Two-layer MoM",isomom,gmpd,out of sample,no noise,2d-low-strong,2,low,strong,4,2,0.0377706,0.0011028748658379016
"(4,2)-Isolated Two-layer MoM",isomom,gmpd,out of sample,no noise,2d-low-weak,2,low,weak,4,2,0.0326844,0.0009041155285077722
"(4,2)-Isolated Two-layer MoM",isomom,gmpd,out of sample,no noise,3d-high-ind,3,high,ind,4,2,0.0036664999999999996,0.00013793114224133716
"(4,2)-Isolated Two-layer MoM",isomom,gmpd,out of sample,no noise,3d-high-strong,3,high,strong,4,2,0.003594,0.00014361142859898872
"(4,2)-Isolated Two-layer MoM",isomom,gmpd,out of sample,no noise,3d-high-weak,3,high,weak,4,2,0.0035556,0.00013043300071978602
"(4,2)-Isolated Two-layer MoM",isomom,gmpd,out of sample,no noise,3d-low-ind,3,low,ind,4,2,0.0062264,0.0002439428646468699
"(4,2)-Isolated Two-layer MoM",isomom,gmpd,out of sample,no noise,3d-low-strong,3,low,strong,4,2,0.0074512,0.00034293233422730187
"(4,2)-Isolated Two-layer MoM",isomom,gmpd,out of sample,no noise,3d-low-weak,3,low,weak,4,2,0.0063288,0.0002527756221464308
"(4,2)-Isolated Two-layer MoM",isomom,gmpd,out of sample,with noise,2d-high-ind,2,high,ind,4,2,0.0198739,0.0004729531016534685
"(4,2)-Isolated Two-layer MoM",isomom,gmpd,out of sample,with noise,2d-high-strong,2,high,strong,4,2,0.0196549,0.00047740987832175407
"(4,2)-Isolated Two-layer MoM",isomom,gmpd,out of sample,with noise,2d-high-weak,2,high,weak,4,2,0.019426699999999998,0.0005090554830747677
"(4,2)-Isolated Two-layer MoM",isomom,gmpd,out of sample,with noise,2d-low-ind,2,low,ind,4,2,0.031179899999999997,0.000818234728367765
"(4,2)-Isolated Two-layer MoM",isomom,gmpd,out of sample,with noise,2d-low-strong,2,low,strong,4,2,0.0363319,0.001015895579418884
"(4,2)-Isolated Two-layer MoM",isomom,gmpd,out of sample,with noise,2d-low-weak,2,low,weak,4,2,0.0316461,0.0008737483341987858
"(4,2)-Isolated Two-layer MoM",isomom,gmpd,out of sample,with noise,3d-high-ind,3,high,ind,4,2,0.0034397,0.00012615090370286886
"(4,2)-Isolated Two-layer MoM",isomom,gmpd,out of sample,with noise,3d-high-strong,3,high,strong,4,2,0.0033761000000000004,0.00013121726142916457
"(4,2)-Isolated Two-layer MoM",isomom,gmpd,out of sample,with noise,3d-high-weak,3,high,weak,4,2,0.0033403,0.00011897249491144809
"(4,2)-Isolated Two-layer MoM",isomom,gmpd,out of sample,with noise,3d-low-ind,3,low,ind,4,2,0.0059016,0.0002259557478799775
"(4,2)-Isolated Two-layer MoM",isomom,gmpd,out of sample,with noise,3d-low-strong,3,low,strong,4,2,0.0070125000000000005,0.0003111411872186618
"(4,2)-Isolated Two-layer MoM",isomom,gmpd,out of sample,with noise,3d-low-weak,3,low,weak,4,2,0.0059938000000000005,0.0002363988241096051
"(4,2)-Isolated Two-layer MoM",isomom,training_time,training,no noise,2d-high-ind,2,high,ind,4,2,867.0876,95.27852989434862
"(4,2)-Isolated Two-layer MoM",isomom,training_time,training,no noise,2d-high-strong,2,high,strong,4,2,793.2126,88.91434371587208
"(4,2)-Isolated Two-layer MoM",isomom,training_time,training,no noise,2d-high-weak,2,high,weak,4,2,844.5629000000001,90.69677687740342
"(4,2)-Isolated Two-layer MoM",isomom,training_time,training,no noise,2d-low-ind,2,low,ind,4,2,957.8638000000001,87.35607469096892
"(4,2)-Isolated Two-layer MoM",isomom,training_time,training,no noise,2d-low-strong,2,low,strong,4,2,876.115,93.06323316254742
"(4,2)-Isolated Two-layer MoM",isomom,training_time,training,no noise,2d-low-weak,2,low,weak,4,2,971.6428999999999,97.21605391070803
"(4,2)-Isolated Two-layer MoM",isomom,training_time,training,no noise,3d-high-ind,3,high,ind,4,2,794.0875,86.58276141643297
"(4,2)-Isolated Two-layer MoM",isomom,training_time,training,no noise,3d-high-strong,3,high,strong,4,2,780.9118,87.89851707394149
"(4,2)-Isolated Two-layer MoM",isomom,training_time,training,no noise,3d-high-weak,3,high,weak,4,2,783.4891,88.55112712632986
"(4,2)-Isolated Two-layer MoM",isomom,training_time,training,no noise,3d-low-ind,3,low,ind,4,2,830.5264999999999,94.44755629261387
"(4,2)-Isolated Two-layer MoM",isomom,training_time,training,no noise,3d-low-strong,3,low,strong,4,2,834.7675999999999,96.85958361265112
"(4,2)-Isolated Two-layer MoM",isomom,training_time,training,no noise,3d-low-weak,3,low,weak,4,2,843.3314,86.5232778630214
"(4,2)-Isolated Two-layer MoM",isomom,training_time,training,with noise,2d-high-ind,2,high,ind,4,2,876.8783999999999,95.70207163163118
"(4,2)-Isolated Two-layer MoM",isomom,training_time,training,with noise,2d-high-strong,2,high,strong,4,2,797.7681,91.61197202094087
"(4,2)-Isolated Two-layer MoM",isomom,training_time,training,with noise,2d-high-weak,2,high,weak,4,2,838.3739,89.91609650050921
"(4,2)-Isolated Two-layer MoM",isomom,training_time,training,with noise,2d-low-ind,2,low,ind,4,2,942.9342,87.76041074022463
"(4,2)-Isolated Two-layer MoM",isomom,training_time,training,with noise,2d-low-strong,2,low,strong,4,2,869.2591,98.95392686809424
"(4,2)-Isolated Two-layer MoM",isomom,training_time,training,with noise,2d-low-weak,2,low,weak,4,2,937.8908,105.21096058698618
"(4,2)-Isolated Two-layer MoM",isomom,training_time,training,with noise,3d-high-ind,3,high,ind,4,2,805.4778,80.82212999000467
"(4,2)-Isolated Two-layer MoM",isomom,training_time,training,with noise,3d-high-strong,3,high,strong,4,2,780.5203999999999,94.1667311978325
"(4,2)-Isolated Two-layer MoM",isomom,training_time,training,with noise,3d-high-weak,3,high,weak,4,2,785.3196,86.0729750160944
"(4,2)-Isolated Two-layer MoM",isomom,training_time,training,with noise,3d-low-ind,3,low,ind,4,2,843.0398,81.95367049150576
"(4,2)-Isolated Two-layer MoM",isomom,training_time,training,with noise,3d-low-strong,3,low,strong,4,2,819.0900999999999,88.83198412182522
"(4,2)-Isolated Two-layer MoM",isomom,training_time,training,with noise,3d-low-weak,3,low,weak,4,2,824.7991000000001,88.85514938319044
"(4,2)-Two-layer MoM",mom,aic,in sample,no noise,2d-high-ind,2,high,ind,4,2,61900.5702355,225.8777325623261
"(4,2)-Two-layer MoM",mom,aic,in sample,no noise,2d-high-strong,2,high,strong,4,2,61301.1075842,232.66412294791917
"(4,2)-Two-layer MoM",mom,aic,in sample,no noise,2d-high-weak,2,high,weak,4,2,62391.5968874,222.00157912503056
"(4,2)-Two-layer MoM",mom,aic,in sample,no noise,2d-low-ind,2,low,ind,4,2,54960.170007,238.71304440096483
"(4,2)-Two-layer MoM",mom,aic,in sample,no noise,2d-low-strong,2,low,strong,4,2,48100.637296500005,271.01728949413416
"(4,2)-Two-layer MoM",mom,aic,in sample,no noise,2d-low-weak,2,low,weak,4,2,54461.9199107,238.39641590371187
"(4,2)-Two-layer MoM",mom,aic,in sample,no noise,3d-high-ind,3,high,ind,4,2,89469.9616697,243.26379448641163
"(4,2)-Two-layer MoM",mom,aic,in sample,no noise,3d-high-strong,3,high,strong,4,2,86506.9207454,336.5653372575778
"(4,2)-Two-layer MoM",mom,aic,in sample,no noise,3d-high-weak,3,high,weak,4,2,89935.02189719999,244.99729256650835
"(4,2)-Two-layer MoM",mom,aic,in sample,no noise,3d-low-ind,3,low,ind,4,2,81283.0676203,253.65618996873835
"(4,2)-Two-layer MoM",mom,aic,in sample,no noise,3d-low-strong,3,low,strong,4,2,74213.6874148,328.86787674779634
"(4,2)-Two-layer MoM",mom,aic,in sample,no noise,3d-low-weak,3,low,weak,4,2,80581.5034335,256.108450992194
"(4,2)-Two-layer MoM",mom,aic,in sample,with noise,2d-high-ind,2,high,ind,4,2,62455.051224999996,227.32307554586058
"(4,2)-Two-layer MoM",mom,aic,in sample,with noise,2d-high-strong,2,high,strong,4,2,61923.6767818,237.46277846703256
"(4,2)-Two-layer MoM",mom,aic,in sample,with noise,2d-high-weak,2,high,weak,4,2,62938.3466536,224.7443472090675
"(4,2)-Two-layer MoM",mom,aic,in sample,with noise,2d-low-ind,2,low,ind,4,2,55461.725642100006,237.46947875049787
"(4,2)-Two-layer MoM",mom,aic,in sample,with noise,2d-low-strong,2,low,strong,4,2,49038.705071000004,277.8118834260692
"(4,2)-Two-layer MoM",mom,aic,in sample,with noise,2d-low-weak,2,low,weak,4,2,54995.452187099996,240.73630973450636
"(4,2)-Two-layer MoM",mom,aic,in sample,with noise,3d-high-ind,3,high,ind,4,2,90492.150255,247.66139519242842
"(4,2)-Two-layer MoM",mom,aic,in sample,with noise,3d-high-strong,3,high,strong,4,2,87750.4170209,310.85755296919336
"(4,2)-Two-layer MoM",mom,aic,in sample,with noise,3d-high-weak,3,high,weak,4,2,90936.1898692,260.7284680060895
"(4,2)-Two-layer MoM",mom,aic,in sample,with noise,3d-low-ind,3,low,ind,4,2,82140.8827834,260.32189790515105
"(4,2)-Two-layer MoM",mom,aic,in sample,with noise,3d-low-strong,3,low,strong,4,2,75453.0719428,341.0155905805744
"(4,2)-Two-layer MoM",mom,aic,in sample,with noise,3d-low-weak,3,low,weak,4,2,81475.3449871,259.7832062977704
"(4,2)-Two-layer MoM",mom,aic,out of sample,no noise,2d-high-ind,2,high,ind,4,2,15574.0496489,96.90718986814144
"(4,2)-Two-layer MoM",mom,aic,out of sample,no noise,2d-high-strong,2,high,strong,4,2,15410.0808583,90.0122630006068
"(4,2)-Two-layer MoM",mom,aic,out of sample,no noise,2d-high-weak,2,high,weak,4,2,15679.611222399999,102.25017390291026
"(4,2)-Two-layer MoM",mom,aic,out of sample,no noise,2d-low-ind,2,low,ind,4,2,13830.135230799999,103.90652463553418
"(4,2)-Two-layer MoM",mom,aic,out of sample,no noise,2d-low-strong,2,low,strong,4,2,12103.6893081,105.00122944288259
"(4,2)-Two-layer MoM",mom,aic,out of sample,no noise,2d-low-weak,2,low,weak,4,2,13701.067802599999,110.37125411985188
"(4,2)-Two-layer MoM",mom,aic,out of sample,no noise,3d-high-ind,3,high,ind,4,2,22494.243127700003,148.10942612721496
"(4,2)-Two-layer MoM",mom,aic,out of sample,no noise,3d-high-strong,3,high,strong,4,2,21755.9669238,155.31420752376133
